array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
245065_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39750	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	2	16578992,16579193,16579306,16579383	16579591,16579713,16579795,16579973
245066_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39840	type one serine/threonine protein phosphatase 4	2	16628233,16628522	16628601,16628736
245067_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39780	ribonuclease 2	2	16591660,16591684,16591802,16591875,16591997,16592098,16592241	16592244,16592476,16592567,16592832,16592993,16593263,16593345
245068_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23260	UDP-glucosyl transferase 84B1	2	9900082	9900622
245069_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23250	UDP-glucosyl transferase 84B2	2	9897840	9898279
245070_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23240	Plant EC metallothionein-like protein, family 15	2	9896014,9896163	9896237,9896307
245071_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23230	Terpenoid cyclases/Protein prenyltransferases superfamily protein	2	9894825,9894999	9895071,9895382
245072_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23220;AT2G23190	[AT2G23220, cytochrome P450, family 81, subfamily D, polypeptide 6];[AT2G23190, cytochrome P450, family 81, subfamily D, polypeptide 7]	[AT2G23220, 2];[AT2G23190, 2]	[AT2G23220, 9886252];[AT2G23190, 9878510]	[AT2G23220, 9886716];[AT2G23190, 9878971]
245073_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23210	UDP-Glycosyltransferase superfamily protein	2	9882046	9882389
245074_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23200	Protein kinase superfamily protein	2	9881318	9881834
245075_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23180	cytochrome P450, family 96, subfamily A, polypeptide 1	2	9875951	9876337
245076_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23170	Auxin-responsive GH3 family protein	2	9864125	9864718
245077_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23160	F-box family protein	2	9863118	9863681
245078_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23340	DREB and EAR motif protein 3	2	9938187	9938650
245079_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23330	transposable element gene	2	9927907	9928416
245080_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23300	Leucine-rich repeat protein kinase family protein	2	9916607	9917115
245082_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23270	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: stem, sperm cell, root, stamen; EXPRESSED DURING: 4 anthesis; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37290.1); Has 36 Blast hits to 35 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 36; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	9903358	9903563
245083_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23310	Rer1 family protein	2	9917710,9918058	9918587,9918757
245084_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23290	myb domain protein 70	2	9904959	9905456
245085_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23350	poly(A) binding protein 4	2	9945266,9945421,9945505	9945687,9945781,9945911
245086_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39820	Translation initiation factor IF6	2	16618864,16618903,16618989	16619230,16619335,16619558
245087_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39830	DA1-related protein 2	2	16619969,16620281,16620565,16620623,16620704	16620819,16620909,16620971,16621066,16621218
245088_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39850	Subtilisin-like serine endopeptidase family protein	2	16633425,16633435	16633520,16634064
245089_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45290	Transketolase	2	18675022	18675587
245090_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40900	nodulin MtN21 /EamA-like transporter family protein	2	17063398,17063675,17063774	17063925,17064022,17064170
245091_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40910	F-box and associated interaction domains-containing protein	2	17069944	17070517
245092_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40950	Basic-leucine zipper (bZIP) transcription factor family protein	2	17087831,17088250	17088589,17088760
245093_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40815	Calcium-dependent lipid-binding (CaLB domain) family protein	2	17034784	17035316
245094_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40840	disproportionating enzyme 2	2	17049948,17050015,17050140,17050337	17050438,17050531,17050610,17050715
245095_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40860	protein kinase family protein / protein phosphatase 2C ( PP2C) family protein	2	17056037,17056195,17056323,17056390	17056529,17056695,17056784,17056881
245096_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40880	cystatin A	2	17057473,17057657	17057748,17057924
245097_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40935	PLAC8 family protein	2	17083209,17083379,17083737	17083963,17084052,17084206
245098_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40940	ethylene response sensor 1	2	17084664,17084806,17084897,17085024	17085103,17085369,17085450,17085482
245099_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40830	RING-H2 finger C1A	2	17044035	17044628
245100_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40930	ubiquitin-specific protease 5	2	17076748,17076848,17076941	17077214,17077439,17077548
245101_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40890	cytochrome P450, family 98, subfamily A, polypeptide 3	2	17058309	17058826
245102_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41580	transposable element gene	2	17342492	17343041
245103_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41590	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G25200.1); Has 221 Blast hits to 217 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 221; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	17344107	17344588
245104_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41600	Mitochondrial glycoprotein family protein	2	17346040,17346330	17346588,17346690
245105_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41610	unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).	2	17347537	17347993
245106_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41650	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 3 Blast hits to 3 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	17363938,17363951	17364033,17364219
245107_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41690	heat shock transcription factor B3	2	17381863,17382019	17382140,17382400
245108_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41510	cytokinin oxidase/dehydrogenase 1	2	17316178,17316366	17316453,17316850
245109_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41520	Heat shock protein DnaJ with tetratricopeptide repeat	2	17321257,17321355,17321734,17321966	17322105,17322183,17322269,17322401
245110_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41550	Rho termination factor	2	17329103	17329661
245111_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41570	transposable element gene	2	17338394	17338843
245112_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41540	6-phosphogluconate dehydrogenase family protein	2	17327756,17327778,17327857,17328104	17328197,17328336,17328531,17328635
245113_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41660	Protein of unknown function, DUF617	2	17368265	17368698
245114_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41630	transcription factor IIB	2	17355558,17355688,17355781,17355857,17355940	17356028,17356165,17356295,17356389,17356457
245115_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41530	S-formylglutathione hydrolase	2	17323692,17323835,17323925,17323990	17324072,17324170,17324348,17324538
245116_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41620	Nucleoporin interacting component (Nup93/Nic96-like) family protein	2	17350596,17350875,17350959	17351140,17351227,17351273
245117_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41560	autoinhibited Ca(2+)-ATPase, isoform 4	2	17332298,17332561	17332640,17332868
245118_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41680	NADPH-dependent thioredoxin reductase C	2	17376357,17376409,17376489,17376619,17376716,17376820	17376910,17376996,17377073,17377180,17377286,17377381
245119_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41640	Glycosyltransferase family 61 protein	2	17361800	17362346
245120_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39810	ubiquitin-protein ligases	2	16616986,16617414	16617640,16617767
245121_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47610	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein	2	19530512,19530546,19530705	19531003,19531085,19531122
245122_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47420	Ribosomal RNA adenine dimethylase family protein	2	19458179	19458537
245123_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47450	chloroplast signal recognition particle component (CAO)	2	19473307	19473882
245124_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47580	spliceosomal protein U1A	2	19517560,19517616,19517894,19517987	19518186,19518283,19518396,19518681
245125_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47430	Signal transduction histidine kinase	2	19459226,19459379	19459459,19459829
245126_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47460	myb domain protein 12	2	19478660	19479235
245127_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47600	magnesium/proton exchanger	2	19524556,19524815,19524886	19525015,19525103,19525269
245128_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45380	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: inflorescence meristem, flower, cultured cell; EXPRESSED DURING: petal differentiation and expansion stage; BEST Arabidopsis thaliana protein match is: Calcium-binding EF-hand family protein (TAIR:AT4G34070.1); Has 171 Blast hits to 170 proteins in 31 species: Archae - 2; Bacteria - 0; Metazoa - 68; Fungi - 0; Plants - 94; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).	2	18701558,18701671,18701775,18701877,18701966	18702103,18702798,18702864,18702958,18703052
245129_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45350	Pentatricopeptide repeat (PPR) superfamily protein	2	18694963	18695394
245130_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45340	Leucine-rich repeat protein kinase family protein	2	18693792,18693894	18693979,18694460
245131_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45330;AT5G23600	[AT2G45330, RNA 2'-phosphotransferase, Tpt1 / KptA family];[AT5G23600, RNA 2'-phosphotransferase, Tpt1 / KptA family]	[AT2G45330, 2];[AT5G23600, 5]	[AT2G45330, 18686802,18686940,18687037,18687126,18687258,18687312];[AT5G23600, 7956044]	[AT2G45330, 18687392,18687514,18687605,18687661,18687750,18687868];[AT5G23600, 7956626]
245132_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45320	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 10 growth stages; Has 45 Blast hits to 45 proteins in 16 species: Archae - 0; Bacteria - 8; Metazoa - 0; Fungi - 0; Plants - 37; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	18684393,18684638,18684743,18684951	18685153,18685296,18685399,18685501
245133_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45310	UDP-D-glucuronate 4-epimerase 4	2	18683383	18683964
245134_s_at	oligonucleotide	Arabidopsis thaliana	no	AT4G38280;AT2G45250	[AT4G38280, BEST Arabidopsis thaliana protein match is: Integral membrane protein hemolysin-III homolog (TAIR:AT2G45250.1); Has 65 Blast hits to 65 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 2; Plants - 63; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).];[AT2G45250, Integral membrane protein hemolysin-III homolog]	[AT4G38280, 4];[AT2G45250, 2]	[AT4G38280, 17942152,17942382];[AT2G45250, 18661829,18662071]	[AT4G38280, 17942466,17942542];[AT2G45250, 18662152,18662228]
245135_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45230	transposable element gene	2	18651396	18651909
245136_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45210	SAUR-like auxin-responsive protein family 	2	18641927	18642356
245137_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45460	SMAD/FHA domain-containing protein 	2	18737126	18737632
245138_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45190	Plant-specific transcription factor YABBY family protein	2	18628458,18628527,18628643,18628720,18629139,18629214,18629305	18629353,18629929,18630061,18630156,18630317,18630439,18630459
245139_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45430	AT-hook motif nuclear-localized protein 22	2	18728234	18728797
245140_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45420	LOB domain-containing protein 18	2	18718785,18718969	18720026,18720443
245141_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45400	NAD(P)-binding Rossmann-fold superfamily protein	2	18704020,18704098,18704201	18704396,18705036,18705253
245142_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45270	glycoprotease 1	2	18668384,18668386,18668496,18668571,18668646,18668729	18668807,18668921,18669005,18669093,18669189,18669297
245143_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45450	protein binding	2	18733548,18733731	18733832,18733919
245144_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45240	methionine aminopeptidase 1A	2	18657656,18657673,18657760,18657801,18657901,18657962,18658047,18658145	18658249,18658322,18658407,18658476,18658567,18658632,18658740,18658894
245145_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45440	dihydrodipicolinate synthase	2	18732268	18732862
245146_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45200	golgi snare 12	2	18637694,18637786,18637878,18638007,18638123,18638194	18638309,18638398,18638867,18639063,18639508,18639510
245147_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45280	RAS associated with diabetes protein 51C	2	18671157,18671375,18671486,18671617	18671703,18671769,18671866,18671987
245148_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45220	Plant invertase/pectin methylesterase inhibitor superfamily	2	18644301	18644872
245149_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47620	SWITCH/sucrose nonfermenting 3A	2	19533064,19533309,19533470,19533609,19533695	19533744,19533831,19533976,19534075,19534205
245150_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47590	photolyase/blue-light receptor 2	2	19522723,19522841,19523154,19523395	19523490,19523555,19523651,19523701
245151_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47550	Plant invertase/pectin methylesterase inhibitor superfamily	2	19511047	19511583
245152_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47490	NAD+ transporter 1	2	19488243,19488326,19488527,19488621,19488716	19488804,19488901,19488995,19489078,19489293
245153_at	oligonucleotide	Arabidopsis thaliana	no	AT5G12450	FBD-like domain family protein	5	4040937	4041116
245154_at	oligonucleotide	Arabidopsis thaliana	no	AT5G12460	Protein of unknown function (DUF604)	5	4043951	4044391
245155_at	oligonucleotide	Arabidopsis thaliana	no	AT5G12470	Protein of unknown function (DUF3411)	5	4044972,4044995,4045087,4045212,4045334,4045473,4045564	4045608,4045725,4045778,4045870,4046001,4046470,4046491
245156_at	oligonucleotide	Arabidopsis thaliana	no	AT5G12480	calmodulin-domain protein kinase 7	5	4047884,4047969,4048050,4048283	4048373,4048540,4048637,4048653
245157_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33160	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein	2	14055648	14056207
245158_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33130	ralf-like 18	2	14046526	14046818
245159_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33100	cellulose synthase-like D1	2	14036524	14037089
245160_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33080	receptor like protein 28	2	14033670	14034209
245161_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33070	nitrile specifier protein 2	2	14029368	14029896
245162_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33240	myosin XI D	2	14086948,14087056,14087148,14087224,14087309,14087389,14087515,14087571	14087670,14087726,14087814,14087910,14088008,14088078,14088167,14088201
245163_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33230	YUCCA 7	2	14080437,14080635	14080776,14081083
245164_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33210	heat shock protein 60-2	2	14075146,14075228,14075305,14075383,14075498,14075603	14075686,14075789,14075883,14075982,14076076,14076102
245165_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33180	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast stroma; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 57 Blast hits to 57 proteins in 22 species: Archae - 0; Bacteria - 8; Metazoa - 0; Fungi - 0; Plants - 35; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink).	2	14066564,14066757	14067093,14067305
245166_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33170	Leucine-rich repeat receptor-like protein kinase family protein	2	14056384,14056753	14056838,14057049
245167_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33120;AT2G33110	[AT2G33120, synaptobrevin-related protein 1];[AT2G33110, vesicle-associated membrane protein 723]	[AT2G33120, 2];[AT2G33110, 2]	[AT2G33120, 14043789,14043934,14044061,14044123,14044316];[AT2G33110, 14041301,14041452,14041575,14041619,14041819]	[AT2G33120, 14044436,14044530,14044671,14045148,14045211];[AT2G33110, 14041939,14042026,14042167,14042703,14042766]
245168_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33150	peroxisomal 3-ketoacyl-CoA thiolase 3	2	14047825,14047923,14048015,14048098,14048386,14048494	14048587,14048710,14048878,14048974,14049069,14049092
245169_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33220	GRIM-19 protein	2	14079036,14079188,14079632	14079703,14079785,14079897
245170_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47570	Ribosomal protein L18e/L15 superfamily protein	2	19515960,19516056,19516366	19516551,19516655,19516709
245171_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47560	RING/U-box superfamily protein	2	19512001	19512507
245172_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47540	Pollen Ole e 1 allergen and extensin family protein	2	19505909,19506066	19506149,19506495
245173_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47520	Integrase-type DNA-binding superfamily protein	2	19502927,19503300	19503385,19503488
245174_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47500	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain	2	19496993,19497103	19497185,19497604
245175_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47470	thioredoxin family protein	2	19482642,19482664,19482750,19482777,19482863,19482954	19483052,19483208,19483294,19483418,19483509,19483676
